time: 2000000000
333 9 5000001
333 10 5000001
333 11 5000001
333 12 5000001
333 13 5000001
333 14 5000001
333 15 5000001
333 16 5000001
333 17 5000001
333 18 5000001
333 19 5000001
333 20 5000001
334 1 5000001
334 2 5000001
334 3 5000001
334 4 5000001
334 5 5000001
334 6 5000001
334 7 5000001
334 8 5000001
334 9 5000001
334 10 5000001
334 11 5000001
334 12 5000001
334 13 5000001
334 14 5000001
334 15 5000001
334 16 5000001
334 17 5000001
334 18 5000001
334 19 5000001
334 20 5000001
335 1 5000001
335 2 5000001
335 3 5000001
335 4 5000001
335 5 5000001
335 6 5000001
335 7 5000001
335 8 5000001
335 9 5000001
335 10 5000001
335 11 5000001
335 12 5000001
335 13 5000001
335 14 5000001
335 15 5000001
335 16 5000001
335 17 5000001
335 18 5000001
335 19 5000001
335 20 5000001
336 1 5000001
336 2 5000001
336 3 5000001
336 4 5000001
336 5 5000001
336 6 5000001
336 7 5000001
336 8 5000001
336 9 5000001
336 10 5000001
336 11 5000001
336 12 5000001
336 13 5000001
336 14 5000001
336 15 5000001
336 16 5000001
336 17 5000001
336 18 5000001
336 19 5000001
336 20 5000001
337 1 5000001
337 2 5000001
337 3 5000001
337 4 5000001
337 5 5000001
337 6 5000001
337 7 5000001
337 8 5000001
337 9 5000001
337 10 5000001
337 11 5000001
337 12 5000001
337 13 5000001
337 14 5000001
337 15 5000001
337 16 5000001
337 17 5000001
337 18 5000001
337 19 5000001
337 20 5000001
338 1 5000001
338 2 5000001
338 3 5000001
338 4 5000001
338 5 5000001
338 6 5000001
338 7 5000001
338 8 5000001
338 9 5000001
338 10 5000001
338 11 5000001
338 12 5000001
338 13 5000001
338 14 5000001
338 15 5000001
338 16 5000001
338 17 5000001
338 18 5000001
338 19 5000001
338 20 5000001
339 1 5000001
339 2 5000001
339 3 5000001
339 4 5000001
339 5 5000001
339 6 5000001
339 7 5000001
339 8 5000001
339 9 5000001
339 10 5000001
339 11 5000001
339 12 5000001
339 13 5000001
339 14 5000001
339 15 5000001
339 16 5000001
339 17 5000001
339 18 5000001
339 19 5000001
339 20 5000001
340 1 5000001
340 2 5000001
340 3 5000001
340 4 5000001
340 5 5000001
340 6 5000001
340 7 5000001
340 8 5000001
341 1 5000001
341 2 5000001
341 3 5000001
341 4 5000001
341 5 5000001
341 6 5000001
341 7 5000001
341 8 5000001
342 1 5000001
342 2 5000001
342 3 5000001
342 4 5000001
342 5 5000001
342 6 5000001
342 7 5000001
342 8 5000001
343 1 5000001
343 2 5000001
343 3 5000001
343 4 5000001
343 5 5000001
343 6 5000001
343 7 5000001
343 8 5000001
344 1 5000001
344 2 5000001
344 3 5000001
344 4 5000001
344 5 5000001
344 6 5000001
344 7 5000001
344 8 5000001
345 1 5000001
345 2 5000001
345 3 5000001
345 4 5000001
345 5 5000001
345 6 5000001
345 7 5000001
345 8 5000001
346 1 5000001
346 2 5000001
346 3 5000001
346 4 5000001
346 5 5000001
346 6 5000001
346 7 5000001
346 8 5000001
347 1 5000001
347 2 5000001
347 3 5000001
347 4 5000001
347 5 5000001
347 6 5000001
347 7 5000001
347 8 5000001
348 1 5000001
348 2 5000001
348 3 5000001
348 4 5000001
348 5 5000001
348 6 5000001
348 7 5000001
348 8 5000001
349 1 5000001
349 2 5000001
349 3 5000001
349 4 5000001
349 5 5000001
349 6 5000001
349 7 5000001
349 8 5000001
350 1 5000001
350 2 5000001
350 3 5000001
350 4 5000001
350 5 5000001
350 6 5000001
350 7 5000001
350 8 5000001
351 1 5000001
351 2 5000001
351 3 5000001
351 4 5000001
351 5 5000001
351 6 5000001
351 7 5000001
351 8 5000001
352 1 5000001
352 2 5000001
352 3 5000001
352 4 5000001
352 5 5000001
352 6 5000001
352 7 5000001
352 8 5000001
353 1 5000001
353 2 5000001
353 3 5000001
353 4 5000001
353 5 5000001
353 6 5000001
353 7 5000001
353 8 5000001
354 1 5000001
354 2 5000001
354 3 5000001
354 4 5000001
354 5 5000001
354 6 5000001
354 7 5000001
354 8 5000001
355 1 5000001
355 2 5000001
355 3 5000001
355 4 5000001
355 5 5000001
355 6 5000001
355 7 5000001
355 8 5000001
356 1 5000001
356 2 5000001
356 3 5000001
356 4 5000001
356 5 5000001
356 6 5000001
356 7 5000001
356 8 5000001
357 1 5000001
357 2 5000001
357 3 5000001
357 4 5000001
357 5 5000001
357 6 5000001
357 7 5000001
357 8 5000001
358 1 5000001
358 2 5000001
358 3 5000001
358 4 5000001
358 5 5000001
358 6 5000001
358 7 5000001
358 8 5000001
359 1 5000001
359 2 5000001
359 3 5000001
359 4 5000001
359 5 5000001
359 6 5000001
359 7 5000001
359 8 5000001
360 1 5000001
360 2 5000001
360 3 5000001
360 4 5000001
360 5 5000001
361 1 5000001
361 2 5000001
361 3 5000001
361 4 5000001
361 5 5000001
362 1 5000001
362 2 5000001
362 3 5000001
362 4 5000001
362 5 5000001
363 1 5000001
363 2 5000001
363 3 5000001
363 4 5000001
363 5 5000001
364 1 5000001
364 2 5000001
364 3 5000001
364 4 5000001
364 5 5000001
365 1 5000001
365 2 5000001
365 3 5000001
365 4 5000001
365 5 5000001
366 1 5000001
366 2 5000001
366 3 5000001
366 4 5000001
366 5 5000001
367 1 5000001
367 2 5000001
367 3 5000001
367 4 5000001
367 5 5000001
368 1 5000001
368 2 5000001
368 3 5000001
368 4 5000001
368 5 5000001
369 1 5000001
369 2 5000001
369 3 5000001
369 4 5000001
369 5 5000001
370 1 5000001
370 2 5000001
370 3 5000001
370 4 5000001
370 5 5000001
371 1 5000001
371 2 5000001
371 3 5000001
371 4 5000001
371 5 5000001
372 1 5000001
372 2 5000001
372 3 5000001
372 4 5000001
372 5 5000001
373 1 5000001
373 2 5000001
373 3 5000001
373 4 5000001
373 5 5000001
374 1 5000001
374 2 5000001
374 3 5000001
374 4 5000001
374 5 5000001
375 1 5000001
375 2 5000001
375 3 5000001
375 4 5000001
375 5 5000001
time: 2600000000
320 1 6000001
320 2 5897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 6000001
320 4 6000001
320 5 6000001
320 6 6000001
320 7 6000001
320 8 6000001
320 9 6000001
320 10 6000001
320 11 6000001
320 12 6000001
320 13 6000001
320 14 6000001
320 15 6000001
320 16 6000001
320 17 6000001
320 18 6000001
320 19 6000001
320 20 6000001
321 1 6000001
321 2 6000001
321 3 6000001
321 4 6000001
321 5 6000001
321 6 6000001
321 7 6000001
321 8 6000001
321 9 6000001
321 10 6000001
321 11 6000001
321 12 6000001
321 13 6000001
321 14 6000001
321 15 6000001
321 16 6000001
321 17 6000001
321 18 6000001
321 19 6000001
321 20 6000001
322 1 6000001
322 2 6000001
322 3 6000001
322 4 6000001
322 5 6000001
322 6 6000001
322 7 6000001
322 8 6000001
322 9 6000001
322 10 6000001
322 11 6000001
322 12 6000001
322 13 6000001
322 14 6000001
322 15 6000001
322 16 6000001
322 17 6000001
322 18 6000001
322 19 6000001
322 20 6000001
323 1 6000001
323 2 6000001
323 3 6000001
323 4 6000001
323 5 6000001
323 6 6000001
323 7 6000001
323 8 6000001
323 9 6000001
323 10 6000001
323 11 6000001
323 12 6000001
323 13 6000001
323 14 6000001
323 15 6000001
323 16 6000001
323 17 6000001
323 18 6000001
323 19 6000001
323 20 6000001
324 1 6000001
324 2 6000001
324 3 6000001
324 4 6000001
324 5 6000001
324 6 6000001
324 7 6000001
324 8 6000001
324 9 6000001
324 10 6000001
324 11 6000001
324 12 6000001
324 13 6000001
324 14 6000001
324 15 6000001
324 16 6000001
324 17 6000001
324 18 6000001
324 19 6000001
324 20 6000001
325 1 6000001
325 2 6000001
325 3 6000001
325 4 6000001
325 5 6000001
325 6 6000001
325 7 6000001
325 8 6000001
325 9 6000001
325 10 6000001
325 11 6000001
325 12 6000001
325 13 6000001
325 14 6000001
325 15 6000001
325 16 6000001
325 17 6000001
325 18 6000001
325 19 6000001
325 20 6000001
326 1 6000001
326 2 6000001
326 3 6000001
326 4 6000001
326 5 6000001
326 6 6000001
326 7 6000001
326 8 6000001
326 9 6000001
326 10 6000001
326 11 6000001
326 12 6000001
326 13 6000001
326 14 6000001
326 15 6000001
326 16 6000001
326 17 6000001
326 18 6000001
326 19 6000001
326 20 6000001
327 1 6000001
327 2 6000001
327 3 6000001
327 4 6000001
327 5 6000001
327 6 6000001
327 7 6000001
327 8 6000001
327 9 6000001
327 10 6000001
327 11 6000001
327 12 6000001
327 13 6000001
327 14 6000001
327 15 6000001
327 16 6000001
327 17 6000001
327 18 6000001
327 19 6000001
327 20 6000001
328 1 6000001
328 2 6000001
328 3 6000001
328 4 6000001
328 5 6000001
328 6 6000001
328 7 6000001
328 8 6000001
328 9 6000001
328 10 6000001
328 11 6000001
328 12 6000001
328 13 6000001
328 14 6000001
328 15 6000001
328 16 6000001
328 17 6000001
328 18 6000001
328 19 6000001
328 20 6000001
329 1 6000001
329 2 6000001
329 3 6000001
329 4 6000001
329 5 6000001
329 6 6000001
329 7 6000001
329 8 6000001
329 9 6000001
329 10 6000001
329 11 6000001
329 12 6000001
329 13 6000001
329 14 6000001
329 15 6000001
329 16 6000001
329 17 6000001
329 18 6000001
329 19 6000001
329 20 6000001
330 1 6000001
330 2 6000001
330 3 6000001
330 4 6000001
330 5 6000001
330 6 6000001
330 7 6000001
330 8 6000001
330 9 6000001
330 10 6000001
330 11 6000001
330 12 6000001
330 13 6000001
330 14 6000001
330 15 6000001
330 16 6000001
330 17 6000001
330 18 6000001
330 19 6000001
330 20 6000001
331 1 6000001
331 2 6000001
331 3 6000001
331 4 6000001
331 5 6000001
331 6 6000001
331 7 6000001
331 8 6000001
331 9 6000001
331 10 6000001
331 11 6000001
331 12 6000001
331 13 6000001
331 14 6000001
331 15 6000001
331 16 6000001
331 17 6000001
331 18 6000001
331 19 6000001
331 20 6000001
332 1 6000001
332 2 6000001
332 3 6000001
332 4 6000001
332 5 6000001
332 6 6000001
332 7 6000001
332 8 6000001
332 9 6000001
332 10 6000001
332 11 6000001
332 12 6000001
332 13 6000001
332 14 6000001
332 15 6000001
332 16 6000001
332 17 6000001
332 18 6000001
332 19 6000001
332 20 6000001
333 1 6000001
333 2 6000001
333 3 6000001
333 4 6000001
333 5 6000001
333 6 6000001
333 7 6000001
333 8 6000001
333 9 6000001
333 10 6000001
333 11 6000001
333 12 6000001
333 13 6000001
333 14 6000001
333 15 6000001
333 16 6000001
333 17 6000001
333 18 6000001
333 19 6000001
333 20 6000001
334 1 6000001
334 2 6000001
334 3 6000001
334 4 6000001
334 5 6000001
334 6 6000001
334 7 6000001
334 8 6000001
334 9 6000001
334 10 6000001
334 11 6000001
334 12 6000001
334 13 6000001
334 14 6000001
334 15 6000001
334 16 6000001
334 17 6000001
334 18 6000001
334 19 6000001
334 20 6000001
335 1 6000001
335 2 6000001
335 3 6000001
335 4 6000001
335 5 6000001
335 6 6000001
335 7 6000001
335 8 6000001
335 9 6000001
335 10 6000001
335 11 6000001
335 12 6000001
335 13 6000001
335 14 6000001
335 15 6000001
335 16 6000001
335 17 6000001
335 18 6000001
335 19 6000001
335 20 6000001
336 1 6000001
336 2 6000001
336 3 6000001
336 4 6000001
336 5 6000001
336 6 6000001
336 7 6000001
336 8 6000001
336 9 6000001
336 10 6000001
336 11 6000001
336 12 6000001
336 13 6000001
336 14 6000001
336 15 6000001
336 16 6000001
336 17 6000001
336 18 6000001
336 19 6000001
336 20 6000001
337 1 6000001
337 2 6000001
337 3 6000001
337 4 6000001
337 5 6000001
337 6 6000001
337 7 6000001
337 8 6000001
337 9 6000001
337 10 6000001
337 11 6000001
337 12 6000001
337 13 6000001
337 14 6000001
337 15 6000001
337 16 6000001
337 17 6000001
337 18 6000001
337 19 6000001
337 20 6000001
338 1 6000001
338 2 6000001
338 3 6000001
338 4 6000001
338 5 6000001
338 6 6000001
338 7 6000001
338 8 6000001
338 9 6000001
338 10 6000001
338 11 6000001
338 12 6000001
338 13 6000001
338 14 6000001
338 15 6000001
338 16 6000001
338 17 6000001
338 18 6000001
338 19 6000001
338 20 6000001
339 1 6000001
339 2 6000001
339 3 6000001
339 4 6000001
339 5 6000001
339 6 6000001
339 7 6000001
339 8 6000001
339 9 6000001
339 10 6000001
339 11 6000001
339 12 6000001
339 13 6000001
339 14 6000001
339 15 6000001
339 16 6000001
339 17 6000001
339 18 6000001
339 19 6000001
339 20 6000001
340 1 6000001
340 2 6000001
340 3 6000001
340 4 6000001
340 5 6000001
340 6 6000001
340 7 6000001
340 8 6000001
341 1 6000001
341 2 6000001
341 3 6000001
341 4 6000001
341 5 6000001
341 6 6000001
341 7 6000001
341 8 6000001
342 1 6000001
342 2 6000001
342 3 6000001
342 4 6000001
342 5 6000001
342 6 6000001
342 7 6000001
342 8 6000001
343 1 6000001
343 2 6000001
343 3 6000001
343 4 6000001
343 5 6000001
343 6 6000001
343 7 6000001
343 8 6000001
344 1 6000001
344 2 6000001
344 3 6000001
344 4 6000001
344 5 6000001
344 6 6000001
344 7 6000001
344 8 6000001
345 1 6000001
345 2 6000001
345 3 6000001
345 4 6000001
345 5 6000001
345 6 6000001
345 7 6000001
345 8 6000001
346 1 6000001
346 2 6000001
346 3 6000001
346 4 6000001
346 5 6000001
346 6 6000001
346 7 6000001
346 8 6000001
347 1 6000001
347 2 6000001
347 3 6000001
347 4 6000001
347 5 6000001
347 6 6000001
347 7 6000001
347 8 6000001
348 1 6000001
348 2 6000001
348 3 6000001
348 4 6000001
348 5 6000001
348 6 6000001
348 7 6000001
348 8 6000001
349 1 6000001
349 2 6000001
349 3 6000001
349 4 6000001
349 5 6000001
349 6 6000001
349 7 6000001
349 8 6000001
350 1 6000001
350 2 6000001
350 3 6000001
350 4 6000001
350 5 6000001
350 6 6000001
350 7 6000001
350 8 6000001
351 1 6000001
351 2 6000001
351 3 6000001
351 4 6000001
351 5 6000001
351 6 6000001
351 7 6000001
351 8 6000001
352 1 6000001
352 2 6000001
352 3 6000001
352 4 6000001
352 5 6000001
352 6 6000001
352 7 6000001
352 8 6000001
353 1 6000001
353 2 6000001
353 3 6000001
353 4 6000001
353 5 6000001
353 6 6000001
353 7 6000001
353 8 6000001
354 1 6000001
354 2 6000001
354 3 6000001
354 4 6000001
354 5 6000001
354 6 6000001
354 7 6000001
354 8 6000001
355 1 6000001
355 2 6000001
355 3 6000001
355 4 6000001
355 5 6000001
355 6 6000001
355 7 6000001
355 8 6000001
356 1 6000001
356 2 6000001
356 3 6000001
356 4 6000001
356 5 6000001
356 6 6000001
356 7 6000001
356 8 6000001
357 1 6000001
357 2 6000001
357 3 6000001
357 4 6000001
357 5 6000001
357 6 6000001
357 7 6000001
357 8 6000001
358 1 6000001
358 2 6000001
358 3 6000001
358 4 6000001
358 5 6000001
358 6 6000001
358 7 6000001
358 8 6000001
359 1 6000001
359 2 6000001
359 3 6000001
359 4 6000001
359 5 6000001
359 6 6000001
359 7 6000001
359 8 6000001
360 1 6000001
360 2 6000001
360 3 6000001
360 4 6000001
360 5 6000001
361 1 6000001
361 2 6000001
361 3 6000001
361 4 6000001
361 5 6000001
362 1 6000001
362 2 6000001
362 3 6000001
362 4 6000001
362 5 6000001
363 1 6000001
363 2 6000001
363 3 6000001
363 4 6000001
363 5 6000001
364 1 6000001
364 2 6000001
364 3 6000001
364 4 6000001
364 5 6000001
365 1 6000001
365 2 6000001
365 3 6000001
365 4 6000001
365 5 6000001
366 1 6000001
366 2 6000001
366 3 6000001
366 4 6000001
366 5 6000001
367 1 6000001
367 2 6000001
367 3 6000001
367 4 6000001
367 5 6000001
368 1 6000001
368 2 6000001
368 3 6000001
368 4 6000001
368 5 6000001
369 1 6000001
369 2 6000001
369 3 6000001
369 4 6000001
369 5 6000001
370 1 6000001
370 2 6000001
370 3 6000001
370 4 6000001
370 5 6000001
371 1 6000001
371 2 6000001
371 3 6000001
371 4 6000001
371 5 6000001
372 1 6000001
372 2 6000001
372 3 6000001
372 4 6000001
372 5 6000001
373 1 6000001
373 2 6000001
373 3 6000001
373 4 6000001
373 5 6000001
374 1 6000001
374 2 6000001
374 3 6000001
374 4 6000001
374 5 6000001
375 1 6000001
375 2 6000001
375 3 6000001
375 4 6000001
375 5 6000001
time: 2700000000
320 1 7000001
320 2 6897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 7000001
320 4 7000001
320 5 7000001
320 6 7000001
320 7 7000001
320 8 7000001
320 9 7000001
320 10 7000001
320 11 7000001
320 12 7000001
320 13 7000001
320 14 7000001
320 15 7000001
320 16 7000001
320 17 7000001
320 18 7000001
320 19 7000001
320 20 7000001
321 1 7000001
321 2 7000001
321 3 7000001
321 4 7000001
321 5 7000001
321 6 7000001
321 7 7000001
321 8 7000001
321 9 7000001
321 10 7000001
321 11 7000001
321 12 7000001
321 13 7000001
321 14 7000001
321 15 7000001
321 16 7000001
321 17 7000001
321 18 7000001
321 19 7000001
321 20 7000001
322 1 7000001
322 2 7000001
322 3 7000001
322 4 7000001
322 5 7000001
322 6 7000001
322 7 7000001
322 8 7000001
322 9 7000001
322 10 7000001
322 11 7000001
322 12 7000001
322 13 7000001
322 14 7000001
322 15 7000001
322 16 7000001
322 17 7000001
322 18 7000001
322 19 7000001
322 20 7000001
323 1 7000001
323 2 7000001
323 3 7000001
323 4 7000001
323 5 7000001
323 6 7000001
323 7 7000001
323 8 7000001
323 9 7000001
323 10 7000001
323 11 7000001
323 12 7000001
323 13 7000001
323 14 7000001
323 15 7000001
323 16 7000001
323 17 7000001
323 18 7000001
323 19 7000001
323 20 7000001
324 1 7000001
324 2 7000001
324 3 7000001
324 4 7000001
324 5 7000001
324 6 7000001
324 7 7000001
324 8 7000001
324 9 7000001
324 10 7000001
324 11 7000001
324 12 7000001
324 13 7000001
324 14 7000001
324 15 7000001
324 16 7000001
324 17 7000001
324 18 7000001
324 19 7000001
324 20 7000001
325 1 7000001
325 2 7000001
325 3 7000001
325 4 7000001
325 5 7000001
325 6 7000001
325 7 7000001
325 8 7000001
325 9 7000001
325 10 7000001
325 11 7000001
325 12 7000001
325 13 7000001
325 14 7000001
325 15 7000001
325 16 7000001
325 17 7000001
325 18 7000001
325 19 7000001
325 20 7000001
326 1 7000001
326 2 7000001
326 3 7000001
326 4 7000001
326 5 7000001
326 6 7000001
326 7 7000001
326 8 7000001
326 9 7000001
326 10 7000001
326 11 7000001
326 12 7000001
326 13 7000001
326 14 7000001
326 15 7000001
326 16 7000001
326 17 7000001
326 18 7000001
326 19 7000001
326 20 7000001
327 1 7000001
327 2 7000001
327 3 7000001
327 4 7000001
327 5 7000001
327 6 7000001
327 7 7000001
327 8 7000001
327 9 7000001
327 10 7000001
327 11 7000001
327 12 7000001
327 13 7000001
327 14 7000001
327 15 7000001
327 16 7000001
327 17 7000001
327 18 7000001
327 19 7000001
327 20 7000001
328 1 7000001
328 2 7000001
328 3 7000001
328 4 7000001
328 5 7000001
328 6 7000001
328 7 7000001
328 8 7000001
328 9 7000001
328 10 7000001
328 11 7000001
328 12 7000001
328 13 7000001
328 14 7000001
328 15 7000001
328 16 7000001
328 17 7000001
328 18 7000001
328 19 7000001
328 20 7000001
329 1 7000001
329 2 7000001
329 3 7000001
329 4 7000001
329 5 7000001
329 6 7000001
329 7 7000001
329 8 7000001
329 9 7000001
329 10 7000001
329 11 7000001
329 12 7000001
329 13 7000001
329 14 7000001
329 15 7000001
329 16 7000001
329 17 7000001
329 18 7000001
329 19 7000001
329 20 7000001
330 1 7000001
330 2 7000001
330 3 7000001
330 4 7000001
330 5 7000001
330 6 7000001
330 7 7000001
330 8 7000001
330 9 7000001
330 10 7000001
330 11 7000001
330 12 7000001
330 13 7000001
330 14 7000001
330 15 7000001
330 16 7000001
330 17 7000001
330 18 7000001
330 19 7000001
330 20 7000001
331 1 7000001
331 2 7000001
331 3 7000001
331 4 7000001
331 5 7000001
331 6 7000001
331 7 7000001
331 8 7000001
331 9 7000001
331 10 7000001
331 11 7000001
331 12 7000001
331 13 7000001
331 14 7000001
331 15 7000001
331 16 7000001
331 17 7000001
331 18 7000001
331 19 7000001
331 20 7000001
332 1 7000001
332 2 7000001
332 3 7000001
332 4 7000001
332 5 7000001
332 6 7000001
332 7 7000001
332 8 7000001
332 9 7000001
332 10 7000001
332 11 7000001
332 12 7000001
332 13 7000001
332 14 7000001
332 15 7000001
332 16 7000001
332 17 7000001
332 18 7000001
332 19 7000001
332 20 7000001
333 1 7000001
333 2 7000001
333 3 7000001
333 4 7000001
333 5 7000001
333 6 7000001
333 7 7000001
333 8 7000001
333 9 7000001
333 10 7000001
333 11 7000001
333 12 7000001
333 13 7000001
333 14 7000001
333 15 7000001
333 16 7000001
333 17 7000001
333 18 7000001
333 19 7000001
333 20 7000001
334 1 7000001
334 2 7000001
334 3 7000001
334 4 7000001
334 5 7000001
334 6 7000001
334 7 7000001
334 8 7000001
334 9 7000001
334 10 7000001
334 11 7000001
334 12 7000001
334 13 7000001
334 14 7000001
334 15 7000001
334 16 7000001
334 17 7000001
334 18 7000001
334 19 7000001
334 20 7000001
335 1 7000001
335 2 7000001
335 3 7000001
335 4 7000001
335 5 7000001
335 6 7000001
335 7 7000001
335 8 7000001
335 9 7000001
335 10 7000001
335 11 7000001
335 12 7000001
335 13 7000001
335 14 7000001
335 15 7000001
335 16 7000001
335 17 7000001
335 18 7000001
335 19 7000001
335 20 7000001
336 1 7000001
336 2 7000001
336 3 7000001
336 4 7000001
336 5 7000001
336 6 7000001
336 7 7000001
336 8 7000001
336 9 7000001
336 10 7000001
336 11 7000001
336 12 7000001
336 13 7000001
336 14 7000001
336 15 7000001
336 16 7000001
336 17 7000001
336 18 7000001
336 19 7000001
336 20 7000001
337 1 7000001
337 2 7000001
337 3 7000001
337 4 7000001
337 5 7000001
337 6 7000001
337 7 7000001
337 8 7000001
337 9 7000001
337 10 7000001
337 11 7000001
337 12 7000001
337 13 7000001
337 14 7000001
337 15 7000001
337 16 7000001
337 17 7000001
337 18 7000001
337 19 7000001
337 20 7000001
338 1 7000001
338 2 7000001
338 3 7000001
338 4 7000001
338 5 7000001
338 6 7000001
338 7 7000001
338 8 7000001
338 9 7000001
338 10 7000001
338 11 7000001
338 12 7000001
338 13 7000001
338 14 7000001
338 15 7000001
338 16 7000001
338 17 7000001
338 18 7000001
338 19 7000001
338 20 7000001
339 1 7000001
339 2 7000001
339 3 7000001
339 4 7000001
339 5 7000001
339 6 7000001
339 7 7000001
339 8 7000001
339 9 7000001
339 10 7000001
339 11 7000001
339 12 7000001
339 13 7000001
339 14 7000001
339 15 7000001
339 16 7000001
339 17 7000001
339 18 7000001
339 19 7000001
339 20 7000001
340 1 7000001
340 2 7000001
340 3 7000001
340 4 7000001
340 5 7000001
340 6 7000001
340 7 7000001
340 8 7000001
341 1 7000001
341 2 7000001
341 3 7000001
341 4 7000001
341 5 7000001
341 6 7000001
341 7 7000001
341 8 7000001
342 1 7000001
342 2 7000001
342 3 7000001
342 4 7000001
342 5 7000001
342 6 7000001
342 7 7000001
342 8 7000001
343 1 7000001
343 2 7000001
343 3 7000001
343 4 7000001
343 5 7000001
343 6 7000001
343 7 7000001
343 8 7000001
344 1 7000001
344 2 7000001
344 3 7000001
344 4 7000001
344 5 7000001
344 6 7000001
344 7 7000001
344 8 7000001
345 1 7000001
345 2 7000001
345 3 7000001
345 4 7000001
345 5 7000001
345 6 7000001
345 7 7000001
345 8 7000001
346 1 7000001
346 2 7000001
346 3 7000001
346 4 7000001
346 5 7000001
346 6 7000001
346 7 7000001
346 8 7000001
347 1 7000001
347 2 7000001
347 3 7000001
347 4 7000001
347 5 7000001
347 6 7000001
347 7 7000001
347 8 7000001
348 1 7000001
348 2 7000001
348 3 7000001
348 4 7000001
348 5 7000001
348 6 7000001
348 7 7000001
348 8 7000001
349 1 7000001
349 2 7000001
349 3 7000001
349 4 7000001
349 5 7000001
349 6 7000001
349 7 7000001
349 8 7000001
350 1 7000001
350 2 7000001
350 3 7000001
350 4 7000001
350 5 7000001
350 6 7000001
350 7 7000001
350 8 7000001
351 1 7000001
351 2 7000001
351 3 7000001
351 4 7000001
351 5 7000001
351 6 7000001
351 7 7000001
351 8 7000001
352 1 7000001
352 2 7000001
352 3 7000001
352 4 7000001
352 5 7000001
352 6 7000001
352 7 7000001
352 8 7000001
353 1 7000001
353 2 7000001
353 3 7000001
353 4 7000001
353 5 7000001
353 6 7000001
353 7 7000001
353 8 7000001
354 1 7000001
354 2 7000001
354 3 7000001
354 4 7000001
354 5 7000001
354 6 7000001
354 7 7000001
354 8 7000001
355 1 7000001
355 2 7000001
355 3 7000001
355 4 7000001
355 5 7000001
355 6 7000001
355 7 7000001
355 8 7000001
356 1 7000001
356 2 7000001
356 3 7000001
356 4 7000001
356 5 7000001
356 6 7000001
356 7 7000001
356 8 7000001
357 1 7000001
357 2 7000001
357 3 7000001
357 4 7000001
357 5 7000001
357 6 7000001
357 7 7000001
357 8 7000001
358 1 7000001
358 2 7000001
358 3 7000001
358 4 7000001
358 5 7000001
358 6 7000001
358 7 7000001
358 8 7000001
359 1 7000001
359 2 7000001
359 3 7000001
359 4 7000001
359 5 7000001
359 6 7000001
359 7 7000001
359 8 7000001
360 1 7000001
360 2 7000001
360 3 7000001
360 4 7000001
360 5 7000001
361 1 7000001
361 2 7000001
361 3 7000001
361 4 7000001
361 5 7000001
362 1 7000001
362 2 7000001
362 3 7000001
362 4 7000001
362 5 7000001
363 1 7000001
363 2 7000001
363 3 7000001
363 4 7000001
363 5 7000001
364 1 7000001
364 2 7000001
364 3 7000001
364 4 7000001
364 5 7000001
365 1 7000001
365 2 7000001
365 3 7000001
365 4 7000001
365 5 7000001
366 1 7000001
366 2 7000001
366 3 7000001
366 4 7000001
366 5 7000001
367 1 7000001
367 2 7000001
367 3 7000001
367 4 7000001
367 5 7000001
368 1 7000001
368 2 7000001
368 3 7000001
368 4 7000001
368 5 7000001
369 1 7000001
369 2 7000001
369 3 7000001
369 4 7000001
369 5 7000001
370 1 7000001
370 2 7000001
370 3 7000001
370 4 7000001
370 5 7000001
371 1 7000001
371 2 7000001
371 3 7000001
371 4 7000001
371 5 7000001
372 1 7000001
372 2 7000001
372 3 7000001
372 4 7000001
372 5 7000001
373 1 7000001
373 2 7000001
373 3 7000001
373 4 7000001
373 5 7000001
374 1 7000001
374 2 7000001
374 3 7000001
374 4 7000001
374 5 7000001
375 1 7000001
375 2 7000001
375 3 7000001
375 4 7000001
375 5 7000001
time: 2800000000
320 1 8000001
